Available,Cost,Event name,Category,Organizer,Link,Date,Beginning Date,Ending Date,Time,Location,Photo,Summary
,,《重建共善：現代社羣關係的再想像》讀書會,01. 與書相遇,hk_nomads,,"26/3, 26/4, 24/5, 26/6",,,8-10pm,獵人書店,,"【《重建共善：現代社羣關係的再想像》讀書會】 @hk_nomads | 26/3, 26/4, 24/5, 26/6 | 獵人書店"
Y,,哲學線上課程：政治哲學入門,01. 與書相遇,philosophy_n_life,https://www.instagram.com/p/C8bi9P3v4Zl/?img_index=1,10/7-14/8,,,8-10pm,online,,【哲學線上課程：政治哲學入門】 @philosophy_n_life | 10/7-14/8 | online
Y,,手沖咖啡體驗班,17. 其他,mybook1hk,,"12/6, 22/6, 11/7, 27/7",,,,afterword cafe,Snapinsta.app_448676652_18023346071243361_3928352172693610344_n_1024,"【手沖咖啡體驗班】 @mybook1hk | 12/6, 22/6, 11/7, 27/7 | afterword cafe"
Y,,「五感 x手作」靈命塑造工作坊——加減人生 – 木雕創作,,pausespace.gcf,,11/7,,,7:30-9:30pm,小息空間,,【「五感 x手作」靈命塑造工作坊——加減人生 – 木雕創作】 @pausespace.gcf | 11/7 | 小息空間
Y,,bookclub23: 《故事新編》魯迅,,jisaam.books,,11/7,,,7:30-9pm,貳叄書房(油麻地),,【bookclub23: 《故事新編》魯迅】 @jisaam.books | 11/7 | 貳叄書房(油麻地)
Y,Free,看見邊陲系列——呼吸社區 - 社區設計與信仰,04. 香港人社區文化,wastepickerplatform,https://www.instagram.com/p/C8vci0cvu0k/,11/7,,,7:30-10pm,旺角,Snapinsta.app_449126502_994814668707947_5527314217280538583_n_1024,【看見邊陲系列——呼吸社區 - 社區設計與信仰】 @wastepickerplatform | 11/7 | 旺角
Y,,Book Talk Series: Form Follows Fever,01. 與書相遇,sochkstudies,https://www.instagram.com/p/C8wWmLnPOhA/,11/7,,,5-6:30pm,Central,Snapinsta.app_449405338_2171287783271763_2477611281706080066_n_1080,【Book Talk Series: Form Follows Fever】 @sochkstudies | 11/7 | Central
Y,,「書法」 中華文化教育社區工作坊,04. 香港人社區文化,zuni_icosahedron,https://www.instagram.com/p/C8WmUCfv-lC/,"11/7, 12/7",,,,大館賽馬會立方演講廳,Snapinsta.app_448352899_481031857767881_4958312064408811738_n_1024,"【「書法」 中華文化教育社區工作坊】 @zuni_icosahedron | 11/7, 12/7 | 大館賽馬會立方演講廳"
Y,,來！和大自然交友 - 森林療癒小組,08. 環保與大自然,highrock_stewards,,"11/7, 18/7",,,10am-12pm,香港神託會靈基營,,"【來！和大自然交友 - 森林療癒小組】 @highrock_stewards | 11/7, 18/7 | 香港神託會靈基營"
Y,,小讀讀新詩閱讀入門班,03.詩與詩相關的,littledoodoohk,,"11/7, 18/7, 25/7, 1/8",,,7:30-9pm,覺閣,,"【小讀讀新詩閱讀入門班】 @littledoodoohk | 11/7, 18/7, 25/7, 1/8 | 覺閣"
Y,,山屋日出體驗營,10. 親子關係,gracecamp35,,"11/7, 12/7, 18/7, 19/7",,,,馬鞍山,,"【山屋日出體驗營】 @gracecamp35 | 11/7, 12/7, 18/7, 19/7 | 馬鞍山"
Y,,《例外狀態》分享會,01. 與書相遇,knockknockbookstore,,12/7,,,7:30-9:30pm,knock knock 覺閣,,【《例外狀態》分享會】 @knockknockbookstore | 12/7 | knock knock 覺閣
Y,,不一樣的。飯局—性別對話x陌生人x素食,09. 性別關係,hkaaf38,,12/7,,,7:30-10:30pm,新婦女協進會,,【不一樣的。飯局—性別對話x陌生人x素食】 @hkaaf38 | 12/7 | 新婦女協進會
Y,Free,籽識教育10周年活動,04. 香港人社區文化,laviolet_education,https://www.instagram.com/p/C7VbQEfPQLC/?utm_source=ig_web_copy_link,12/7,,,10am-4:30pm,九龍塘達之路78號生產力大樓SME One Foyer,Snapinsta.app_447861824_464468595951684_6141324557341297981_n_1024,【籽識教育10周年活動】 @laviolet_education | 12/7 | 九龍塘達之路78號生產力大樓SME One Foyer
Y,,Live @ Jim Hall - Michael Chan Trio,15. 音樂,fountaindechopin,,12/7,,,,Fountain,,【Live @ Jim Hall - Michael Chan Trio】 @fountaindechopin | 12/7 | Fountain
Y,,It Can't Rain All the Time - Public Reading,01. 與書相遇,fictionbyml,https://www.instagram.com/p/C83EJ8hvDqD/,12/7,,,7-8:30pm,半杯寮,Snapinsta.app_449486054_855660449752719_4807260694725966178_n_1024,【It Can't Rain All the Time - Public Reading】 @fictionbyml | 12/7 | 半杯寮
Y,Free,情感對談每月傾——出軌,09. 性別關係,sinceconceptstore,https://www.instagram.com/p/C8vx08-vGId/?img_index=1,12/7,,,7:30-9pm,SINCE Concept Store,Snapinsta.app_448995963_18023608793473508_7124180556346114212_n_1080,【情感對談每月傾——出軌】 @sinceconceptstore | 12/7 | SINCE Concept Store
Y,,鄉音與外星訊息 —— 廖偉棠《末日練習》小說朗讀分享會,01. 與書相遇,book.punch,https://docs.google.com/forms/d/e/1FAIpQLSdKAuZciZitDIxjetGdrv4YhcLxVd6ejZ_UUrUM5TP--UGlkA/viewform,12/7,,,7:30-9pm,一拳書館,,【鄉音與外星訊息 —— 廖偉棠《末日練習》小說朗讀分享會】 @book.punch | 12/7 | 一拳書館
Y,Free,《五星級大鼠》深入研討會,07. 藝術野,as.if_literature,https://www.instagram.com/p/C87QlKaB_JI/,12/7,,,7:30pm,石門,Snapinsta.app_449533616_1238785570835465_3144546311838391115_n_1080,【《五星級大鼠》深入研討會】 @as.if_literature | 12/7 | 石門
Y,,慈善放映活動 暨 導演映後座談：記錄片 ”Migrant Women Rise”,04. 香港人社區文化,retrovert.hk,https://www.instagram.com/p/C87G-N1ScXA/?img_index=1,12/7,,,7:30-9:30pm,Retrovert,Snapinsta.app_449780906_18058119184721536_7138766926784730916_n_1080,【慈善放映活動 暨 導演映後座談：記錄片 ”Migrant Women Rise”】 @retrovert.hk | 12/7 | Retrovert
Y,,夜間生態行,08. 環保與大自然,kfbg.official,,"12/7, 26/7",,,,嘉道理農場暨植物園,,"【夜間生態行】 @kfbg.official | 12/7, 26/7 | 嘉道理農場暨植物園"
Y,,哲學生活講座—香港電影的懷舊奧義,07. 藝術野,philosophy_n_life,https://www.instagram.com/p/C8rHw-Dv9hx/,"12/7, 19/7",,,8-9:30pm,Online,Snapinsta.app_448923684_18023968574243361_5706016593130066357_n_1024,"【哲學生活講座—香港電影的懷舊奧義】 @philosophy_n_life | 12/7, 19/7 | Online"
Y,,青一釋放榜夏令營 2024,11. 身心靈,buddolescent,https://www.instagram.com/p/C8YZ4txtbS0/,12/7-13/7,,,,鯉魚門公園,Snapinsta.app_448680578_985733626331626_9158923256587899097_n_1024,【青一釋放榜夏令營 2024】 @buddolescent | 12/7-13/7 | 鯉魚門公園
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：大坑西生活學藝人— 居民郭基權先生,05. 認識香港,cogito._hk,https://www.instagram.com/p/C7yNxOuhV75/,"12/7, 13/7",,,,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,"【《話說大坑西——「家」的自白與旁白》分享會：大坑西生活學藝人— 居民郭基權先生】 @cogito._hk | 12/7, 13/7 | "
Y,,速學游泳班,13. 運動下,mellowoutzzzz,,12/7-13/8,,,7-8pm,觀塘游泳池,,【速學游泳班】 @mellowoutzzzz | 12/7-13/8 | 觀塘游泳池
Y,,全方位野外夜行生態團,08. 環保與大自然,hkbws1957,,"12/7, 31/8",,,7-10pm,龍虎山,,"【全方位野外夜行生態團】 @hkbws1957 | 12/7, 31/8 | 龍虎山"
Y,,SKY LAB! Summer OCamp 2024,17. 其他,skylab.bgca,,"12/7, 14/7",,,,賽馬會長洲鮑思高青年中心,,"【SKY LAB! Summer OCamp 2024】 @skylab.bgca | 12/7, 14/7 | 賽馬會長洲鮑思高青年中心"
Y,,腦舍X獵人書店：香港手語班新手初級一,17. 其他,hunter.bookstore,,"12/7, 19/7, 26/7, 2/8, 9/8, 16/8",,,8-10pm,獵人書店,,"【腦舍X獵人書店：香港手語班新手初級一】 @hunter.bookstore | 12/7, 19/7, 26/7, 2/8, 9/8, 16/8 | 獵人書店"
Y,,《Animal Liberation Now》讀書會,01. 與書相遇,frdofanimal,,"15/5, 15/6, 13/7, 10/8, 14/9, 12/10",,,3:30-5:30pm,余地,,"【《Animal Liberation Now》讀書會】 @frdofanimal | 15/5, 15/6, 13/7, 10/8, 14/9, 12/10 | 余地"
Y,,Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團,14. Cheers,hk.travella,,"16/6, 13/7, 10/8",,,3:30-5pm,荃灣西工業區,,"【Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團】 @hk.travella | 16/6, 13/7, 10/8 | 荃灣西工業區"
Y,,逆流 末世說 Live in Hong Kong 2024,,tickcats,,13/7,,,7pm,"Kitty Woo Stadium, TungPo",,"【逆流 末世說 Live in Hong Kong 2024】 @tickcats | 13/7 | Kitty Woo Stadium, TungPo"
Y,Free,旅行一定要去外國？本地遊經驗聊天室,05. 認識香港,hk.travella,https://www.instagram.com/p/C8E6R1fvCt_/?img_index=1,13/7,,,2:30-4pm,太陽系同學會,Snapinsta.app_448248158_890200082868465_8892196337129344483_n_1024,【旅行一定要去外國？本地遊經驗聊天室】 @hk.travella | 13/7 | 太陽系同學會
Y,,何東夜生態微觀,08. 環保與大自然,hokoon101,,13/7,,,7-9pm,上水古洞嗇色園何東夫人醫局生態研習中心,,【何東夜生態微觀】 @hokoon101 | 13/7 | 上水古洞嗇色園何東夫人醫局生態研習中心
Y,,《種棵樹》繪本會,11. 身心靈,breathingroom.hk,,13/7,,,2-4pm,Breathing Room,,【《種棵樹》繪本會】 @breathingroom.hk | 13/7 | Breathing Room
Y,,龍的傳人小竹龍紮作工作坊,04. 香港人社區文化,artmuseumcuhk,,13/7,,,12-3pm,中大文物館,,【龍的傳人小竹龍紮作工作坊】 @artmuseumcuhk | 13/7 | 中大文物館
Y,,《種棵樹》繪本會,01. 與書相遇,breathingroom.hk,,13/7,,,2-4pm,Breathing Room,,【《種棵樹》繪本會】 @breathingroom.hk | 13/7 | Breathing Room
Y,,建造綠色工作坊 – Minecraft 智慧城市規劃師,04. 香港人社區文化,cic.zcphk,,13/7,,,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – Minecraft 智慧城市規劃師】 @cic.zcphk | 13/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,Special Event - CY Leo x Ted Lo,15. 音樂,fountaindechopin,,13/7,,,,Fountain,,【Special Event - CY Leo x Ted Lo】 @fountaindechopin | 13/7 | Fountain
Y,,《圍頭與客家》新書講座,01. 與書相遇,lionsinkbooks,https://www.instagram.com/p/C8g_l5Duv0t/?img_index=1,13/7,,,2-4pm,,,【《圍頭與客家》新書講座】 @lionsinkbooks | 13/7 | 
Y,,酒精墨水畫工作坊,07. 藝術野,centralmarkethk,https://www.instagram.com/p/C8gIpXABk8o/?img_index=1,13/7,,,2:30-4pm,中環中心地下H6 CONET,Snapinsta.app_448873603_888707463296937_7301547888265558775_n_1024,【酒精墨水畫工作坊】 @centralmarkethk | 13/7 | 中環中心地下H6 CONET
Y,,中環街市導賞團,04. 香港人社區文化,centralmarkethk,https://www.instagram.com/p/C8gIpXABk8o/?img_index=1,13/7,,,2:30-5pm,中環街市,Snapinsta.app_448894997_888707476630269_1026260665957112553_n_1024,【中環街市導賞團】 @centralmarkethk | 13/7 | 中環街市
Y,Free,廟宇導賞系列—上環廣福祠,05. 認識香港,hideandseektour,https://www.instagram.com/p/C8l-fI6PG4i/,13/7,,,11am-12pm,上環太平山街廣福祠,Snapinsta.app_448846940_18081901492482283_1276065598702840076_n_1024,【廟宇導賞系列—上環廣福祠】 @hideandseektour | 13/7 | 上環太平山街廣福祠
Y,Free,直立板海岸清潔2024,08. 環保與大自然,hk.sea,https://www.instagram.com/p/C8o1u2UvjGn/?img_index=1,13/7,,,9am-12:30pm,,Snapinsta.app_449201749_18028803311510189_6950025275459081391_n_1024,【直立板海岸清潔2024】 @hk.sea | 13/7 | 
Y,,城市漫步X社區導賞：「香港故事」的無限可能,05. 認識香港,lingnanug,https://www.instagram.com/p/C8s4QrDtlJS/,13/7,,,3-5pm,Desk-one@Mongkok,Snapinsta.app_449118615_468995619093275_1777496464989929286_n_1024,【城市漫步X社區導賞：「香港故事」的無限可能】 @lingnanug | 13/7 | Desk-one@Mongkok
Y,,香港足球產業文化與商業價值,04. 香港人社區文化,hktdclifestyle,https://www.instagram.com/p/C8q3lG-vKBE/?img_index=1,13/7,,,11am-12pm,大會堂公共圖書館,Snapinsta.app_449318647_18439545697062924_3666542312550141925_n_1024,【香港足球產業文化與商業價值】 @hktdclifestyle | 13/7 | 大會堂公共圖書館
Y,,「漫遊海岸線」城市導賞團 ,05. 認識香港,hongkongmaritimemuseum,https://www.instagram.com/p/C8tDfp-JMYi/,13/7,,,2-4pm,集合地點：香港海事博物館B層大堂,Snapinsta.app_445544891_790486376528378_8106692595515685681_n_1024,【「漫遊海岸線」城市導賞團 】 @hongkongmaritimemuseum | 13/7 | 集合地點：香港海事博物館B層大堂
Y,,兒童繪畫工作坊,10. 親子關係,truth.light.hk,,13/7,,,3-5pm,學基浸信會/中華宣道會長沙灣福盛堂/基督教香港信義會福樂堂,,【兒童繪畫工作坊】 @truth.light.hk | 13/7 | 學基浸信會/中華宣道會長沙灣福盛堂/基督教香港信義會福樂堂
Y,,文學therapy 特別篇：故事重訓,01. 與書相遇,jisaam.books,,13/7,,,6-10pm,貳叄書房(中環),,【文學therapy 特別篇：故事重訓】 @jisaam.books | 13/7 | 貳叄書房(中環)
Y,,海蛞蝓研究在香港(講座) ,08. 環保與大自然,fukawing_seaslugs,https://www.instagram.com/p/C8yKUQlSTIJ/,13/7,,,2:30-3:30pm,香港海事博物館,,【海蛞蝓研究在香港(講座) 】 @fukawing_seaslugs | 13/7 | 香港海事博物館
Y,,《小麻雀噹噹》親子繪本遊,10. 親子關係,hkbws1957,https://www.instagram.com/p/C8013SjCaTN/,13/7,,,10am-12pm,九龍公園,,【《小麻雀噹噹》親子繪本遊】 @hkbws1957 | 13/7 | 九龍公園
Y,,《小公主》書籍分享會,01. 與書相遇,hktdclifestyle,https://www.instagram.com/p/C8wf9mUPaGy/?img_index=2,13/7,,,3:45-4:45pm,中環街市地下互動墻,,【《小公主》書籍分享會】 @hktdclifestyle | 13/7 | 中環街市地下互動墻
Y,,家庭史探索：參觀嘉道理家族檔案庫,04. 香港人社區文化,docu_to.be.continued,https://www.instagram.com/p/C83kc77vRl_/,13/7,,,10:30am,香港九龍亞皆老街147號,Snapinsta.app_449082086_851732996825787_630168738830685332_n_1024,【家庭史探索：參觀嘉道理家族檔案庫】 @docu_to.be.continued | 13/7 | 香港九龍亞皆老街147號
Y,,無名書會,01. 與書相遇,carerology_hk,https://www.instagram.com/p/C86xhVxh21L/,13/7,,,7-10pm,天悅邨悅貴樓地下B室,Snapinsta.app_449681666_1165944731320307_4604234605448062639_n_1080,【無名書會】 @carerology_hk | 13/7 | 天悅邨悅貴樓地下B室
Y,,繪本故事時段《蔬菜逃家了》,10. 親子關係,kadeyjadey,https://www.instagram.com/p/C88pXmnPLU6/?img_index=1,13/7,,,1pm,觀塘海濱道86號海濱花園發現號03,Snapinsta.app_449773442_18034231157291139_9014008981276430287_n_1080,【繪本故事時段《蔬菜逃家了》】 @kadeyjadey | 13/7 | 觀塘海濱道86號海濱花園發現號03
Y,,餘樂農社開幕典禮 暨 零廚餘綠色市集,16. 市集,kadeyjadey,https://www.instagram.com/p/C88pXmnPLU6/?img_index=1,13/7,,,10am-6pm,觀塘海濱道86號海濱花園發現號03,Snapinsta.app_449480400_18034231166291139_8398626165876005759_n_1080,【餘樂農社開幕典禮 暨 零廚餘綠色市集】 @kadeyjadey | 13/7 | 觀塘海濱道86號海濱花園發現號03
Y,Free,Culture & Corks Vol.19: 工藝傳承的出路:以創作化成專業,04. 香港人社區文化,kongcept852,https://www.instagram.com/p/C865cBnvUGt/?img_index=1,13/7,,,5-6:30pm,1001HK,Snapinsta.app_449217949_2135948080139179_39515890925562994_n_1080,【Culture & Corks Vol.19: 工藝傳承的出路:以創作化成專業】 @kongcept852 | 13/7 | 1001HK
Y,Free,Culture & Corks Vol.18: 手錶x相機修復:絕不過時的潮流文化,04. 香港人社區文化,kongcept852,https://www.instagram.com/p/C865cBnvUGt/?img_index=1,13/7,,,3-4.30pm,1001HK,Snapinsta.app_449609740_1451061405556672_2331130281358505930_n_1080,【Culture & Corks Vol.18: 手錶x相機修復:絕不過時的潮流文化】 @kongcept852 | 13/7 | 1001HK
Y,,一拳驚醒讀詩人——藍朗最新詩集發佈會,03.詩與詩相關的,book.punch,https://docs.google.com/forms/d/e/1FAIpQLSeHBCZCZDvtQpwShQRLOL812I9VTFgnjhGu_HnqZJZMBOFTmw/viewform,13/7,,,2-3:30pm,一拳書館,,【一拳驚醒讀詩人——藍朗最新詩集發佈會】 @book.punch | 13/7 | 一拳書館
Y,,嬲嬲地非二元曬冷大會,09. 性別關係,inglorionamy,https://www.instagram.com/p/C8lhO4jPU_1/?img_index=1,13/7,,,5-8pm,葵興,Snapinsta.app_449092924_3704890079748672_4086886622568019045_n_1080,【嬲嬲地非二元曬冷大會】 @inglorionamy | 13/7 | 葵興
Y,Free,青躍 X FREEFLOW 青少女真人圖書館,09. 性別關係,jcfreeflow,jcfreeflow,13/7,,,3-4:30pm,修‧行空間,Snapinsta.app_449338453_272932632548544_7776746664640509646_n_1024,【青躍 X FREEFLOW 青少女真人圖書館】 @jcfreeflow | 13/7 | 修‧行空間
Y,,海鳥辨識班,08. 環保與大自然,hkbws1957,,13/7,,,,,,【海鳥辨識班】 @hkbws1957 | 13/7 | 
Y,,親子工作坊：月經教育，從自製手鍊開始,09. 性別關係,fpahk.sexedu,https://www.instagram.com/p/C86n_o6SZ4T/?img_index=2,"13/7, 19/7",,,,家計會賽馬會青Zone活動及資源館,Snapinsta.app_449744308_18052169122664300_5347293926918149710_n_1080,"【親子工作坊：月經教育，從自製手鍊開始】 @fpahk.sexedu | 13/7, 19/7 | 家計會賽馬會青Zone活動及資源館"
Y,,藝術應用證書工作坊,07. 藝術野,sinceconceptstore,https://www.instagram.com/p/C8gW68sPf-g/?img_index=1,"13/7, 23/7",,,,SINCE Concept Store,Snapinsta.app_448812430_18022940861473508_8776416812788728277_n_1080,"【藝術應用證書工作坊】 @sinceconceptstore | 13/7, 23/7 | SINCE Concept Store"
Y,,白天．小憩片刻小組,11. 身心靈,highrock_stewards,,"13/7, 20/7, 27/7",,,10am-12pm,香港神託會靈基營,,"【白天．小憩片刻小組】 @highrock_stewards | 13/7, 20/7, 27/7 | 香港神託會靈基營"
Y,,大澳靜心日,11. 身心靈,mindful_still_together,,"13/7, 21/7, 22/7, 27/7, 28/7, 10/8, 11/8, 24/8, 25/8",,,11am-6pm,大澳禪中心,,"【大澳靜心日】 @mindful_still_together | 13/7, 21/7, 22/7, 27/7, 28/7, 10/8, 11/8, 24/8, 25/8 | 大澳禪中心"
Y,,Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團,05. 認識香港,hk.travella,https://travellahk.com/citibrew-2024/,"13/7, 10/8",,,3:30-5pm,荃灣西工業區,,"【Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團】 @hk.travella | 13/7, 10/8 | 荃灣西工業區"
Y,,藝術應用證書工作坊,07. 藝術野,sinceconceptstore,https://www.instagram.com/p/C8gW68sPf-g/?img_index=1,"13/7, 23/7",,,,SINCE Concept Store,Snapinsta.app_448812430_18022940861473508_8776416812788728277_n_1024,"【藝術應用證書工作坊】 @sinceconceptstore | 13/7, 23/7 | SINCE Concept Store"
Y,,Antique Alley Market 懷舊窄巷市集,16. 市集,1001hk_1001hk,https://www.instagram.com/p/C8MFPMNBV3O/,"13/7, 14/7",,,1-8pm,"RM01, 10/F, Hung Tat Industrial Building, 43 Hung To Rd, Kwun Tong",Snapinsta.app_448070609_18016894934367436_4955789209560208325_n_1024,"【Antique Alley Market 懷舊窄巷市集】 @1001hk_1001hk | 13/7, 14/7 | RM01, 10/F, Hung Tat Industrial Building, 43 Hung To Rd, Kwun Tong"
Y,,綠匯學苑古蹟導賞員計劃,05. 認識香港,kfbg.official,,"13/7, 21/7, 28/7",,,,綠匯學苑,,"【綠匯學苑古蹟導賞員計劃】 @kfbg.official | 13/7, 21/7, 28/7 | 綠匯學苑"
Y,,夏日果果市集,16. 市集,hanabitribe,,"13/7, 14/7, 20/7, 21/7",,,1-8pm,聯和趁墟- 菜市集位置,,"【夏日果果市集】 @hanabitribe | 13/7, 14/7, 20/7, 21/7 | 聯和趁墟- 菜市集位置"
Y,,夜間生態導賞團——仲夏魚塘漫遊,08. 環保與大自然,hkfishpond,,"13/7, 27/7, 17/8",,,5:15-9:15pm,,,"【夜間生態導賞團——仲夏魚塘漫遊】 @hkfishpond | 13/7, 27/7, 17/8 | "
Y,,bookclub23: 《故事新編》魯迅,,jisaam.books,,14/7,,,2-3:30pm,貳叄書房(中環),,【bookclub23: 《故事新編》魯迅】 @jisaam.books | 14/7 | 貳叄書房(中環)
Y,,「大角咀街頭體操」工作坊,13. 運動下,retaikoktsui,,14/7,,,2-5pm,旺角街坊會陳慶社會服務中心,,【「大角咀街頭體操」工作坊】 @retaikoktsui | 14/7 | 旺角街坊會陳慶社會服務中心
Y,,消災延壽藥師健康法會,11. 身心靈,enlightening_platform,,14/7,,,9am-12pm,荃灣老圍村佛光淨舍,,【消災延壽藥師健康法會】 @enlightening_platform | 14/7 | 荃灣老圍村佛光淨舍
Y,,火苗讀書會123：契訶夫〈洛希爾的提琴〉、〈第六病房〉及其他,01. 與書相遇,flamesdreamers,,14/7,,,2-5pm,theDesk,,【火苗讀書會123：契訶夫〈洛希爾的提琴〉、〈第六病房〉及其他】 @flamesdreamers | 14/7 | theDesk
Y,,自然遊戲 X  Homemade Playdough 親子工作坊,10. 親子關係,highrock_stewards,,14/7,,,10am-4pm,香港神託會靈基營,,【自然遊戲 X  Homemade Playdough 親子工作坊】 @highrock_stewards | 14/7 | 香港神託會靈基營
Y,,歷程戲劇體驗活動｜《高塔之城2.0》,07. 藝術野,prismarts.hk,,14/7,,,1:30-5:30pm,荔枝角青山道百美工廠大廈1樓B3室,,【歷程戲劇體驗活動｜《高塔之城2.0》】 @prismarts.hk | 14/7 | 荔枝角青山道百美工廠大廈1樓B3室
Y,,建造綠色工作坊 – 手捏陶瓷眼鏡座,12. 整下野,cic.zcphk,,14/7,,,2-5pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 手捏陶瓷眼鏡座】 @cic.zcphk | 14/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,Free,Community beach cleanups,08. 環保與大自然,hkcleanup,https://www.instagram.com/hkcleanup?igsh=ZjJoN3p2djFieXdk,14/7,,,10am-12pm,Shek O,Snapinsta.app_447242641_1413776542675778_2664176899270868791_n_1080,【Community beach cleanups】 @hkcleanup | 14/7 | Shek O
Y,Free,《The Next Stop》 無字繪本分享會 x 線條藝術治療工作坊 by Polliholic,01. 與書相遇,barlemna,https://www.instagram.com/p/C8ZG4cDiXNh/?img_index=1,14/7,,,2-3:30pm,Glasshouse Culture Area at Lemna of the alchemist,Snapinsta.app_448660001_772308231685095_8659891495006266305_n_1080,【《The Next Stop》 無字繪本分享會 x 線條藝術治療工作坊 by Polliholic】 @barlemna | 14/7 | Glasshouse Culture Area at Lemna of the alchemist
Y,,山屋分享會—從山海而來的環保推動力,08. 環保與大自然,gracecamp35,https://www.instagram.com/p/C8ontCzPEbU/,14/7,,,2-4pm,鞍山探索館,Snapinsta.app_448798326_436885305876605_1208627013561267321_n_1024,【山屋分享會—從山海而來的環保推動力】 @gracecamp35 | 14/7 | 鞍山探索館
Y,Free,「難道沒練習太耐？」兩性親密關係溝通工作坊,09. 性別關係,the_memo_hk,https://www.instagram.com/p/C8o1CFyPJNi/,14/7,,,2-4:30pm,長沙灣,Snapinsta.app_448917886_2590050127864486_5224496520183737179_n_1024,【「難道沒練習太耐？」兩性親密關係溝通工作坊】 @the_memo_hk | 14/7 | 長沙灣
Y,Free,殘疾藝術經驗分享,07. 藝術野,crip.art.residency.hk,https://www.instagram.com/p/C8uNPWIvPwa/?img_index=1,14/7,,,1:30-3:30pm,"Kino, 1/F Eaton Hotel",Snapinsta.app_449045304_2443825485827547_5309306473088202007_n_1024,"【殘疾藝術經驗分享】 @crip.art.residency.hk | 14/7 | Kino, 1/F Eaton Hotel"
Y,,停一停 心呼吸,11. 身心靈,hktdclifestyle,https://www.instagram.com/p/C8wf9mUPaGy/?img_index=2,14/7,,,2:30-4pm,南豐作坊,,【停一停 心呼吸】 @hktdclifestyle | 14/7 | 南豐作坊
Y,,親密關係練習室：開放關係適合我嗎？,11. 身心靈,onebookhalf_genderspace,https://www.instagram.com/p/C83jwO-PPxc/?img_index=1,14/7,,,1:30-4:30pm,一坪半性別空間,Snapinsta.app_449315191_18004967999618494_7397372293016661867_n_1024,【親密關係練習室：開放關係適合我嗎？】 @onebookhalf_genderspace | 14/7 | 一坪半性別空間
Y,,詩聚：酒,03.詩與詩相關的,underwater_poet,https://www.instagram.com/p/C83s23mvtoq/,14/7,,,3-6pm,旺角,Snapinsta.app_449693855_1045256863202271_5791629214929560085_n_1024,【詩聚：酒】 @underwater_poet | 14/7 | 旺角
Y,Free,口述歷史單車遊,05. 認識香港,tswnw2cgo,https://www.instagram.com/p/C88x6F9vmDD/?img_index=1,14/7,,,2-7pm,屯天元,Snapinsta.app_449786438_17878161945095631_7194554452420461249_n_1080,【口述歷史單車遊】 @tswnw2cgo | 14/7 | 屯天元
Y,Free,蔡子強《遠路不須愁日暮》新書分享,01. 與書相遇,hans.bookstorehk,https://www.instagram.com/p/C89NdtbCHq9/,14/7,,,7:30-9:30pm,留下書舍,Snapinsta.app_449706323_462844019837938_5942928219886472732_n_1080,【蔡子強《遠路不須愁日暮》新書分享】 @hans.bookstorehk | 14/7 | 留下書舍
Y,,慈善瑜伽班,13. 運動下,hjoyandmercy,https://www.instagram.com/p/C86uGqqxA5t/,14/7,,,11am-12pm,尖沙咀彌敦道27號良士大廈8D,Snapinsta.app_449611433_897621239071357_1988788484411112991_n_1080,【慈善瑜伽班】 @hjoyandmercy | 14/7 | 尖沙咀彌敦道27號良士大廈8D
Y,,filmclub23 TAKE 2 / 天使來過人間——“The Green Mile” directed by Frank Databont / “The Green Mile” written by Stephen King,01. 與書相遇,jisaam.books,,15/7,,,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——“The Green Mile” directed by Frank Databont / “The Green Mile” written by Stephen King】 @jisaam.books | 15/7 | 貳叄書房(油麻地)
Y,Free,南亞文化研習小組：南亞種族,06. 留在香港環遊世界,fredie.hung,https://www.facebook.com/story.php?story_fbid=765679969033889&id=100067756779023&mibextid=xfxF2i&rdid=4mSyMredkro0XhBy&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2FeupULm5sBo2ufofn%2F%3Fmibextid%3DxfxF2i,15/7,,,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞種族】 @fredie.hung | 15/7 | 少數點文化
Y,,兒童暑期繪本創作,10. 親子關係,iec_hkpa,https://www.instagram.com/p/C8MPiPWufgX/,"15/7, 22/7, 29/7, 5/8, 1/8",,,3-4pm,,Snapinsta.app_448273998_335003896143576_5990928687065908770_n_1024,"【兒童暑期繪本創作】 @iec_hkpa | 15/7, 22/7, 29/7, 5/8, 1/8 | "
